g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,season,name,location,total_salary,avg_player_salary,avg_team_exp,avg_team_age,seasons_played,play_off,champion
82,19805,3122,6723,.464,405,1147,.353,2717,5576,.487,1235,1666,.741,950,2526,3476,1792,631,375,1124,1568,7884,2013/2014,Memphis Grizzlies,FedEx Forum,73789859,5270704.21,5.22,26.89,,0,0
82,19880,3142,6272,.501,665,1829,.364,2477,4443,.558,1431,1884,.760,627,2397,3024,1847,732,367,1212,1596,8380,2013/2014,Miami Heat,AmericanAirlines Arena,82218984,5872784.57,7.78,30.0,,1,0
82,19780,2949,6573,.449,550,1542,.357,2399,5031,.477,1485,1907,.779,834,2831,3665,1651,550,446,1237,1675,7933,2013/2014,Indiana Pacers,Bankers Life Fieldhouse,55015196,4584599.67,4.53,27.18,,0,0
82,19855,3108,7150,.435,577,1847,.312,2531,5303,.477,1362,1918,.710,949,2556,3505,1791,765,330,1384,1844,8155,2013/2014,Philadelphia 76ers,Wells Fargo Center,58945006,4210357.57,1.65,23.39,,0,0
82,19855,3207,7134,.450,770,2071,.372,2437,5063,.481,1569,1926,.815,1022,2786,3808,1904,454,387,1125,1576,8753,2013/2014,Portland Trail Blazers,Moda Center,61539586,4395684.71,3.87,25.4,,0,0
82,19855,3027,6739,.449,759,2038,.372,2268,4701,.482,1271,1670,.761,870,2437,3307,1641,631,367,1063,1815,8084,2013/2014,New York Knicks,Madison Square Garden (IV),88890427,6837725.15,6.22,28.22,,0,0
82,19855,3101,6761,.459,486,1303,.373,2615,5458,.479,1489,1936,.769,933,2486,3419,1745,647,523,1129,1857,8177,2013/2014,New Orleans Pelicans,Smoothie King Center,62186089,4783545.31,3.19,25.57,,0,0
82,19955,3022,6784,.445,563,1596,.353,2459,5188,.474,1307,1714,.763,794,2654,3448,1726,630,350,1222,1678,7914,2013/2014,Orlando Magic,Amway Center,80664910,4744994.71,3.38,24.88,,0,0
82,19880,2952,6737,.438,548,1553,.353,2404,5184,.464,1377,1843,.747,971,2399,3370,1760,541,403,1238,1713,7829,2013/2014,Milwaukee Bucks,BMO Harris Bradley Center,49175131,3512509.36,3.37,25.58,,0,0
82,19905,2976,6730,.442,516,1471,.351,2460,5259,.468,1474,2000,.737,776,2724,3500,1778,499,421,1010,1493,7942,2013/2014,Charlotte Bobcats,Time Warner Cable Arena,60819062,4344218.71,4.16,26.16,,0,0
82,19805,3194,6782,.471,664,1839,.361,2530,4943,.512,1653,2052,.806,887,2781,3668,1794,678,501,1256,1858,8705,2013/2014,Oklahoma City Thunder,Chesapeake Energy Arena,71181364,5084383.14,5.44,27.22,,0,0
82,19830,3026,6766,.447,491,1475,.333,2535,5291,.479,1698,2237,.759,990,2656,3646,1547,587,318,1249,1849,8241,2013/2014,Sacramento Kings,Sleep Train Arena,78765372,5251024.8,4.04,25.91,,0,0
82,19955,2992,6718,.445,713,1917,.372,2279,4801,.475,1608,2055,.782,935,2552,3487,1737,577,343,1159,1882,8305,2013/2014,Toronto Raptors,Air Canada Centre,53076014,3791143.86,4.3,26.15,,0,0
